date,TA,RH,WS,WD,GHR,PCP
2009/01/01 00:00,23.0,78.0,2.2,276.2,0.0,0.0
2009/01/01 01:00,23.0,77.2,2.4,257.7,0.0,0.0
2009/01/01 02:00,23.4,72.0,2.5,179.2,0.0,0.0
2009/01/01 03:00,23.2,73.5,2.3,225.7,0.0,0.0
2009/01/01 04:00,22.7,80.7,2.0,208.5,0.0,0.0
2009/01/01 05:00,22.5,81.5,2.5,217.8,0.0,0.0
2009/01/01 06:00,22.5,81.5,2.9,203.2,12.8,0.0
2009/01/01 07:00,23.2,79.5,1.6,198.5,100.3,0.0
2009/01/01 08:00,25.5,68.5,1.7,203.2,380.7,0.0
2009/01/01 09:00,27.4,59.0,2.1,205.2,595.0,0.0
2009/01/01 10:00,28.7,56.0,2.5,233.5,727.3,0.0
2009/01/01 11:00,30.1,51.7,1.9,168.0,735.5,0.0
2009/01/01 12:00,31.6,47.3,2.8,161.0,664.8,0.0
2009/01/01 13:00,30.0,51.0,1.9,216.8,108.7,0.0
2009/01/01 14:00,29.9,51.7,2.1,218.8,177.2,0.0
2009/01/01 15:00,30.3,50.2,3.2,230.2,185.0,0.0
2009/01/01 16:00,29.0,51.7,3.4,209.2,72.3,0.0
2009/01/01 17:00,28.4,54.5,3.9,211.2,47.0,0.0
2009/01/01 18:00,28.0,55.0,2.8,218.2,12.3,0.0
2009/01/01 19:00,27.1,55.3,2.7,236.5,0.0,0.0
2009/01/01 20:00,25.7,61.5,4.4,231.2,0.0,0.0
2009/01/01 21:00,24.9,63.0,6.2,226.5,0.0,0.0
2009/01/01 22:00,24.0,72.5,7.7,217.3,0.0,0.0
2009/01/01 23:00,23.6,75.7,3.7,206.5,0.0,0.0
2009/01/02 00:00,23.3,77.5,1.1,291.0,0.0,0.0
2009/01/02 01:00,23.2,74.3,1.6,231.3,0.0,0.0
2009/01/02 02:00,23.5,66.7,1.0,137.3,0.0,0.0
2009/01/02 03:00,23.3,68.5,1.0,88.2,0.0,0.0
2009/01/02 04:00,23.1,70.7,0.7,185.7,0.0,0.0
2009/01/02 05:00,23.1,71.3,0.6,225.7,0.0,0.0
2009/01/02 06:00,22.8,72.3,0.3,132.5,17.5,0.0
2009/01/02 07:00,23.9,67.8,0.7,123.5,149.3,0.0
2009/01/02 08:00,25.3,65.5,0.8,128.3,365.7,0.0
2009/01/02 09:00,27.2,53.2,1.5,169.0,464.0,0.0
2009/01/02 10:00,28.3,51.7,1.9,199.0,607.2,0.0
2009/01/02 11:00,30.3,46.2,1.8,172.3,760.0,0.0
2009/01/02 12:00,31.3,43.5,2.4,149.8,583.7,0.0
2009/01/02 13:00,30.9,45.0,2.7,152.3,441.0,0.0
2009/01/02 14:00,30.7,45.8,2.7,220.7,362.0,0.0
2009/01/02 15:00,30.2,49.2,2.4,215.7,242.7,0.0
2009/01/02 16:00,29.7,50.7,2.7,223.7,99.7,0.0
2009/01/02 17:00,28.9,55.0,2.2,207.8,38.7,0.0
2009/01/02 18:00,28.0,59.8,3.8,219.7,8.0,0.0
2009/01/02 19:00,27.3,59.8,3.1,228.3,0.0,0.0
2009/01/02 20:00,26.6,57.5,4.1,229.5,0.0,0.0
2009/01/02 21:00,25.6,59.5,4.0,220.7,0.0,0.0
2009/01/02 22:00,25.3,55.5,4.8,218.7,0.0,0.0
2009/01/02 23:00,25.1,55.2,4.7,224.8,0.0,0.0
2009/01/03 00:00,24.7,59.3,4.0,221.5,0.0,0.0
2009/01/03 01:00,23.9,67.2,2.8,221.2,0.0,0.0
2009/01/03 02:00,23.6,69.5,1.8,229.0,0.0,0.0
2009/01/03 03:00,24.3,58.0,2.2,239.3,0.0,0.0
2009/01/03 04:00,24.3,56.8,1.1,233.7,0.0,0.0
2009/01/03 05:00,24.4,51.3,1.2,276.8,0.0,0.0
2009/01/03 06:00,24.1,54.5,1.1,303.7,5.7,0.0
2009/01/03 07:00,24.4,58.2,0.8,268.7,93.7,0.0
2009/01/03 08:00,26.2,51.8,1.0,274.3,360.3,0.0
2009/01/03 09:00,28.1,44.3,1.1,225.8,561.8,0.0
2009/01/03 10:00,29.3,41.3,1.4,171.5,699.8,0.0
2009/01/03 11:00,30.7,38.7,2.1,125.7,764.2,0.0
2009/01/03 12:00,32.3,36.5,2.9,113.7,887.3,0.0
2009/01/03 13:00,31.8,39.5,2.1,121.0,435.3,0.0
2009/01/03 14:00,32.1,39.0,1.8,169.0,408.7,0.0
2009/01/03 15:00,33.1,37.0,1.8,136.5,551.3,0.0
2009/01/03 16:00,31.8,41.0,1.7,160.2,93.8,0.0
2009/01/03 17:00,30.8,46.8,2.7,241.2,92.7,0.0
2009/01/03 18:00,29.8,51.5,2.6,205.3,17.8,0.0
2009/01/03 19:00,28.7,51.0,4.7,265.7,0.0,0.0
2009/01/03 20:00,27.4,55.5,1.5,215.7,0.0,0.0
2009/01/03 21:00,26.4,58.5,1.9,194.5,0.0,0.0
2009/01/03 22:00,25.7,62.0,4.3,220.2,0.0,0.0
2009/01/03 23:00,25.0,68.3,3.2,233.7,0.0,0.0
2009/01/04 00:00,24.8,69.0,1.1,258.5,0.0,0.0
2009/01/04 01:00,24.8,67.0,0.8,192.0,0.0,0.0
2009/01/04 02:00,24.3,72.3,1.6,175.7,0.0,0.0
2009/01/04 03:00,24.1,72.2,1.8,266.0,0.0,0.0
2009/01/04 04:00,23.9,74.0,1.7,281.5,0.0,0.0
2009/01/04 05:00,23.8,74.3,1.1,243.5,0.0,0.0
2009/01/04 06:00,23.6,75.8,1.1,315.3,10.3,0.0
2009/01/04 07:00,24.2,73.2,1.2,306.5,89.3,0.0
2009/01/04 08:00,25.4,65.7,1.5,264.7,216.7,0.0
2009/01/04 09:00,27.4,51.8,1.5,209.8,488.0,0.0
2009/01/04 10:00,29.2,45.3,2.0,197.5,535.7,0.0
2009/01/04 11:00,31.0,42.3,1.7,175.3,808.5,0.0
2009/01/04 12:00,31.9,40.8,2.5,150.2,811.3,0.0
2009/01/04 13:00,32.6,37.7,2.6,135.3,914.5,0.0
2009/01/04 14:00,33.2,36.2,3.4,167.8,768.0,0.0
2009/01/04 15:00,32.8,38.3,2.6,174.0,583.2,0.0
2009/01/04 16:00,31.0,43.8,3.4,199.8,278.3,0.0
2009/01/04 17:00,29.9,46.0,2.8,185.2,89.8,0.0
2009/01/04 18:00,28.7,47.7,2.8,214.2,9.7,0.0
2009/01/04 19:00,28.0,52.5,2.8,233.7,0.0,0.0
2009/01/04 20:00,27.6,49.3,3.5,237.8,0.0,0.0
2009/01/04 21:00,27.5,42.0,4.3,219.2,0.0,0.0
2009/01/04 22:00,26.7,49.3,4.8,231.2,0.0,0.0
2009/01/04 23:00,25.3,65.3,3.7,243.7,0.0,0.0
2009/01/05 00:00,24.6,67.7,1.8,276.5,0.0,0.0
2009/01/05 01:00,24.5,66.2,1.8,182.3,0.0,0.0
2009/01/05 02:00,23.9,76.3,3.0,229.5,0.0,0.0
2009/01/05 03:00,23.6,75.5,3.4,235.7,0.0,0.0
2009/01/05 04:00,24.0,66.3,1.4,226.2,0.0,0.0
2009/01/05 05:00,24.3,64.5,1.3,219.7,0.0,0.0
2009/01/05 06:00,24.3,63.8,0.5,217.0,7.5,0.0
2009/01/05 07:00,24.7,61.8,0.6,191.0,77.3,0.0
2009/01/05 08:00,26.2,56.8,1.0,221.5,268.2,0.0
2009/01/05 09:00,28.3,52.8,2.2,227.0,601.8,0.0
2009/01/05 10:00,29.5,48.2,2.0,190.7,733.2,0.0
2009/01/05 11:00,31.1,44.8,2.7,214.8,876.8,0.0
2009/01/05 12:00,31.5,43.8,2.8,217.5,494.5,0.0
2009/01/05 13:00,31.3,44.7,2.2,219.8,319.5,0.0
2009/01/05 14:00,31.4,43.3,2.2,201.3,283.2,0.0
2009/01/05 15:00,31.1,43.2,2.2,223.8,194.0,0.0
2009/01/05 16:00,30.9,44.0,1.8,205.7,113.3,0.0
2009/01/05 17:00,30.3,46.0,2.1,193.7,36.2,0.0
2009/01/05 18:00,29.6,48.2,3.4,224.3,3.5,0.0
2009/01/05 19:00,28.7,52.8,3.0,229.3,0.0,0.0
2009/01/05 20:00,28.0,48.7,2.8,250.2,0.0,0.0
2009/01/05 21:00,27.1,50.0,4.6,235.2,0.0,0.0
2009/01/05 22:00,26.4,55.2,4.9,217.3,0.0,0.0
2009/01/05 23:00,26.0,58.7,1.5,111.2,0.0,0.0
2009/01/06 00:00,25.6,61.5,1.5,240.3,0.0,0.0
2009/01/06 01:00,25.3,62.0,0.7,138.2,0.0,0.0
2009/01/06 02:00,25.0,63.8,0.9,178.8,0.0,0.0
2009/01/06 03:00,24.8,65.2,0.4,92.5,0.0,0.0
2009/01/06 04:00,24.3,66.7,0.4,174.2,0.0,0.0
2009/01/06 05:00,24.0,67.5,0.9,222.7,0.0,0.0
2009/01/06 06:00,23.3,70.0,1.0,322.7,7.5,0.0
2009/01/06 07:00,23.7,69.2,1.3,307.8,78.8,0.0
2009/01/06 08:00,25.8,61.0,1.6,306.8,226.7,0.0
2009/01/06 09:00,27.9,52.8,1.2,221.5,384.3,0.0
2009/01/06 10:00,30.1,45.5,1.6,190.5,766.2,0.0
2009/01/06 11:00,32.1,40.0,2.6,132.3,679.0,0.0
2009/01/06 12:00,32.1,40.0,1.6,184.5,424.0,0.0
2009/01/06 13:00,31.4,43.0,2.3,122.0,161.7,0.0
2009/01/06 14:00,30.9,45.5,2.5,212.8,321.0,0.0
2009/01/06 15:00,31.6,47.3,3.9,238.8,485.8,0.0
2009/01/06 16:00,30.3,53.5,4.4,217.0,248.7,0.0
2009/01/06 17:00,29.4,54.0,3.2,212.8,57.8,0.0
2009/01/06 18:00,28.7,56.2,4.8,219.3,2.8,0.0
2009/01/06 19:00,27.9,54.2,3.6,236.8,0.0,0.0
2009/01/06 20:00,27.1,55.5,3.8,236.7,0.0,0.0
2009/01/06 21:00,26.3,58.5,3.8,233.5,0.0,0.0
2009/01/06 22:00,24.9,71.5,2.5,244.7,0.0,0.0
2009/01/06 23:00,25.0,65.2,1.1,237.2,0.0,0.0
2009/01/07 00:00,25.0,60.8,1.9,264.5,0.0,0.0
2009/01/07 01:00,24.2,70.0,0.4,269.0,0.0,0.0
2009/01/07 02:00,24.1,69.2,0.4,121.2,0.0,0.0
2009/01/07 03:00,24.1,66.5,0.3,202.5,0.0,0.0
2009/01/07 04:00,24.0,68.5,0.6,242.8,0.0,0.0
2009/01/07 05:00,23.7,74.3,0.8,242.8,0.0,0.0
2009/01/07 06:00,23.0,83.7,1.1,110.2,1.2,0.0
2009/01/07 07:00,22.7,82.7,1.8,307.3,32.3,0.0
2009/01/07 08:00,23.4,75.0,1.7,267.5,169.0,0.0
2009/01/07 09:00,24.8,69.7,1.5,174.5,354.0,0.0
2009/01/07 10:00,27.2,60.3,1.8,186.2,680.8,0.0
2009/01/07 11:00,29.4,52.0,2.3,46.0,780.2,0.0
2009/01/07 12:00,31.5,46.3,1.7,175.8,811.8,0.0
2009/01/07 13:00,32.3,43.3,2.4,122.0,682.8,0.0
2009/01/07 14:00,32.0,43.0,2.1,136.7,298.2,0.0
2009/01/07 15:00,31.2,45.0,1.7,165.3,134.5,0.0
2009/01/07 16:00,30.3,49.3,2.9,210.2,69.2,0.0
2009/01/07 17:00,29.4,52.8,2.4,208.2,6.8,0.0
2009/01/07 18:00,26.9,69.5,1.2,267.5,0.3,0.4
2009/01/07 19:00,25.1,83.5,1.1,204.5,0.2,1.5
2009/01/07 20:00,25.0,83.5,0.7,172.3,2.8,0.0
2009/01/07 21:00,24.7,83.5,1.0,213.2,2.3,0.0
2009/01/07 22:00,24.8,84.0,0.8,172.3,0.8,0.4
2009/01/07 23:00,24.3,86.3,1.1,211.8,0.8,0.1
2009/01/08 00:00,24.2,83.7,0.6,226.8,1.5,0.0
2009/01/08 01:00,23.7,87.0,0.8,108.7,1.0,0.0
2009/01/08 02:00,23.5,87.2,0.8,229.7,0.0,0.0
2009/01/08 03:00,23.3,87.7,0.6,283.7,0.0,0.0
2009/01/08 04:00,23.0,87.7,0.5,237.3,0.0,0.0
2009/01/08 05:00,23.1,87.8,0.4,211.2,0.0,0.0
2009/01/08 06:00,23.1,85.8,0.5,213.7,4.7,0.0
2009/01/08 07:00,23.4,85.8,0.5,290.0,65.3,0.0
2009/01/08 08:00,24.7,80.0,1.2,306.5,217.2,0.0
2009/01/08 09:00,25.7,73.2,1.9,121.8,418.0,0.0
2009/01/08 10:00,27.4,65.3,1.3,176.0,576.5,0.0
2009/01/08 11:00,28.8,60.3,1.5,187.8,625.7,0.0
2009/01/08 12:00,29.9,55.8,1.3,65.3,529.0,0.0
2009/01/08 13:00,30.0,56.0,1.4,96.2,316.7,0.0
2009/01/08 14:00,29.6,57.2,1.2,134.3,189.3,0.0
2009/01/08 15:00,29.8,56.8,1.3,104.3,207.2,0.0
2009/01/08 16:00,29.6,56.7,2.2,179.3,124.7,0.0
2009/01/08 17:00,28.6,57.7,3.3,206.0,58.3,0.0
2009/01/08 18:00,27.1,62.3,1.6,264.8,4.0,0.0
2009/01/08 19:00,25.1,74.5,0.8,217.3,0.0,0.2
2009/01/08 20:00,24.3,77.2,1.5,237.8,0.2,0.2
2009/01/08 21:00,24.4,76.2,1.5,245.5,0.8,0.0
2009/01/08 22:00,24.2,77.7,2.4,262.0,0.0,0.0
2009/01/08 23:00,23.9,82.3,2.9,202.0,0.0,0.1
2009/01/09 00:00,23.6,83.3,2.6,278.8,0.0,0.0
2009/01/09 01:00,23.6,84.0,2.6,230.3,0.0,0.0
2009/01/09 02:00,23.4,84.0,2.6,241.2,0.0,0.0
2009/01/09 03:00,23.3,83.5,3.0,241.8,0.0,0.0
2009/01/09 04:00,23.6,78.5,0.8,115.0,0.0,0.0
2009/01/09 05:00,23.8,76.8,0.5,257.5,0.0,0.0
2009/01/09 06:00,23.7,78.3,0.6,115.3,6.0,0.0
2009/01/09 07:00,24.1,78.7,0.7,140.5,42.3,0.0
2009/01/09 08:00,24.8,76.7,1.1,255.8,146.2,0.0
2009/01/09 09:00,26.1,71.7,0.9,91.3,324.8,0.0
2009/01/09 10:00,27.9,63.3,1.7,235.8,495.3,0.0
2009/01/09 11:00,29.3,55.8,3.0,226.7,703.7,0.0
2009/01/09 12:00,30.0,55.7,1.7,220.7,618.2,0.0
2009/01/09 13:00,30.0,55.2,2.6,190.2,208.0,0.0
2009/01/09 14:00,29.9,57.0,2.2,140.7,185.5,0.0
2009/01/09 15:00,29.5,57.2,2.2,144.2,57.3,0.0
2009/01/09 16:00,29.6,56.3,1.8,158.2,121.2,0.0
2009/01/09 17:00,29.2,60.5,2.4,201.5,121.7,0.0
2009/01/09 18:00,28.1,65.8,2.5,225.3,3.2,0.0
2009/01/09 19:00,27.6,68.0,3.0,225.7,0.0,0.0
2009/01/09 20:00,26.8,71.5,1.7,247.8,0.0,0.1
2009/01/09 21:00,25.5,74.0,1.3,309.3,0.2,0.0
2009/01/09 22:00,25.5,72.0,1.8,289.8,0.0,0.0
2009/01/09 23:00,23.8,83.8,2.0,239.0,0.0,0.0
2009/01/10 00:00,22.5,90.0,2.5,331.0,0.0,0.0
2009/01/10 01:00,21.8,93.7,2.4,308.2,0.0,1.5
2009/01/10 02:00,21.7,94.5,1.8,324.2,0.0,0.1
2009/01/10 03:00,21.8,95.2,0.9,325.8,0.0,0.1
2009/01/10 04:00,21.8,96.0,0.6,265.7,0.0,0.2
2009/01/10 05:00,21.6,95.0,1.3,142.7,0.0,0.4
2009/01/10 06:00,21.5,94.8,0.5,103.2,6.0,0.4
2009/01/10 07:00,21.6,95.0,0.4,118.7,45.0,0.0
2009/01/10 08:00,22.0,93.8,0.7,76.3,115.0,0.0
2009/01/10 09:00,23.6,84.5,1.0,155.2,352.0,0.0
2009/01/10 10:00,25.4,77.7,1.4,71.0,427.3,0.0
2009/01/10 11:00,26.6,71.3,1.2,200.0,367.5,0.1
2009/01/10 12:00,27.9,66.3,2.1,153.7,595.8,0.0
2009/01/10 13:00,29.3,60.2,1.7,98.3,501.8,0.0
2009/01/10 14:00,29.6,59.8,1.7,163.5,361.5,0.0
2009/01/10 15:00,29.5,60.2,1.5,57.8,208.2,0.0
2009/01/10 16:00,29.3,61.8,1.7,99.8,147.2,0.0
2009/01/10 17:00,28.8,64.5,1.7,138.7,88.2,0.0
2009/01/10 18:00,25.7,82.3,2.3,201.8,3.3,1.1
2009/01/10 19:00,24.8,86.3,1.9,303.5,1.2,0.0
2009/01/10 20:00,24.4,86.3,1.3,297.5,0.3,0.1
2009/01/10 21:00,24.0,89.0,1.4,284.0,0.0,0.0
2009/01/10 22:00,23.3,90.8,2.5,245.5,0.0,0.0
2009/01/10 23:00,23.2,89.3,2.6,245.7,0.0,0.0
2009/01/11 00:00,23.4,85.3,2.7,276.0,0.0,0.0
2009/01/11 01:00,23.4,82.0,1.7,305.5,0.0,0.0
2009/01/11 02:00,23.0,84.7,1.3,327.5,0.0,0.0
2009/01/11 03:00,23.1,84.7,0.9,181.5,0.0,0.0
2009/01/11 04:00,22.9,86.5,1.0,258.2,0.0,0.0
2009/01/11 05:00,22.9,86.0,0.9,132.7,0.0,0.1
2009/01/11 06:00,22.5,92.0,0.6,93.7,0.3,0.1
2009/01/11 07:00,22.2,95.0,1.1,99.8,12.3,0.7
2009/01/11 08:00,22.2,96.0,0.4,111.8,61.0,0.6
2009/01/11 09:00,22.6,95.5,0.9,78.0,120.0,0.1
2009/01/11 10:00,23.1,93.8,0.7,98.0,160.0,0.0
2009/01/11 11:00,24.3,87.0,1.1,133.7,238.0,0.0
2009/01/11 12:00,25.4,81.0,1.8,144.8,355.0,0.0
2009/01/11 13:00,26.5,75.3,1.3,157.8,367.5,0.0
2009/01/11 14:00,26.7,72.0,1.3,129.2,289.5,0.0
2009/01/11 15:00,27.4,68.7,1.0,174.0,287.3,0.0
2009/01/11 16:00,27.3,69.3,1.8,113.5,167.7,0.0
2009/01/11 17:00,27.1,69.5,1.0,68.7,96.2,0.0
2009/01/11 18:00,26.6,73.0,0.9,55.8,11.3,0.0
2009/01/11 19:00,25.9,78.2,1.1,99.8,0.0,0.0
2009/01/11 20:00,25.7,79.7,0.8,128.7,0.0,0.0
2009/01/11 21:00,25.4,81.2,0.7,144.3,0.0,0.0
2009/01/11 22:00,23.6,87.2,2.1,211.3,0.0,0.0
2009/01/11 23:00,22.6,89.2,2.5,264.8,0.0,0.0
2009/01/12 00:00,22.4,87.8,2.5,251.0,0.0,0.0
2009/01/12 01:00,22.7,85.5,1.1,258.3,0.0,0.0
2009/01/12 02:00,22.3,87.7,2.5,263.7,0.0,0.1
2009/01/12 03:00,21.1,92.7,2.7,215.7,0.0,0.3
2009/01/12 04:00,21.0,94.3,0.7,210.2,0.0,5.5
2009/01/12 05:00,20.7,95.5,0.8,73.7,0.0,10.2
2009/01/12 06:00,20.8,96.0,0.5,278.2,1.5,6.5
2009/01/12 07:00,20.9,96.0,0.9,185.8,16.8,1.2
2009/01/12 08:00,21.5,95.2,2.1,226.0,82.8,2.4
2009/01/12 09:00,22.3,93.7,1.5,169.8,203.2,0.6
2009/01/12 10:00,23.8,84.5,1.7,207.5,435.3,0.0
2009/01/12 11:00,25.5,76.0,1.5,193.5,441.3,0.0
2009/01/12 12:00,25.8,74.2,1.7,244.3,274.7,0.0
2009/01/12 13:00,25.4,76.2,1.0,212.2,93.3,0.0
2009/01/12 14:00,25.5,75.8,0.9,144.3,102.0,0.0
2009/01/12 15:00,25.8,75.3,0.8,130.2,141.2,0.0
2009/01/12 16:00,26.0,75.5,1.8,100.5,132.2,0.0
2009/01/12 17:00,25.6,78.2,1.0,93.2,29.7,0.0
2009/01/12 18:00,24.5,85.8,1.4,114.3,1.0,0.4
2009/01/12 19:00,23.5,92.3,1.3,111.2,0.0,0.8
2009/01/12 20:00,23.1,94.3,0.7,128.5,0.0,0.2
2009/01/12 21:00,23.3,94.5,0.4,194.0,0.0,0.1
2009/01/12 22:00,23.2,94.5,0.5,264.3,0.0,0.0
2009/01/12 23:00,23.1,95.0,0.4,307.8,0.0,0.0
2009/01/13 00:00,23.1,95.2,0.1,193.5,0.0,0.1
2009/01/13 01:00,23.1,96.0,0.2,303.2,0.0,0.2
2009/01/13 02:00,23.0,96.0,0.4,263.5,0.0,0.1
2009/01/13 03:00,22.6,97.0,0.8,297.8,0.0,0.2
2009/01/13 04:00,22.4,97.0,0.5,229.3,0.0,1.7
2009/01/13 05:00,22.3,97.0,1.0,307.0,0.0,1.5
2009/01/13 06:00,22.4,97.0,0.3,263.5,1.7,2.8
2009/01/13 07:00,22.4,97.0,0.4,84.5,19.8,1.3
2009/01/13 08:00,22.4,97.0,0.4,188.7,25.7,2.6
2009/01/13 09:00,22.5,97.0,0.3,326.5,55.5,3.9
2009/01/13 10:00,22.7,97.0,0.2,177.0,129.5,1.5
2009/01/13 11:00,23.2,94.7,1.0,207.8,207.3,0.1
2009/01/13 12:00,23.6,91.8,1.7,226.5,183.3,0.1
2009/01/13 13:00,24.5,86.5,2.2,232.0,316.2,0.1
2009/01/13 14:00,24.9,82.3,1.3,216.7,189.8,0.0
2009/01/13 15:00,25.0,82.3,0.9,269.7,109.8,0.0
2009/01/13 16:00,24.9,82.7,0.8,179.7,88.5,0.0
2009/01/13 17:00,24.5,85.2,1.6,179.0,25.7,0.0
2009/01/13 18:00,24.3,87.8,0.7,113.7,3.5,0.0
2009/01/13 19:00,24.2,88.8,0.9,178.5,0.0,0.6
2009/01/13 20:00,23.6,94.0,0.7,170.8,0.0,0.2
2009/01/13 21:00,23.6,95.2,0.2,131.0,0.0,0.1
2009/01/13 22:00,23.3,96.0,1.0,95.2,0.0,1.0
2009/01/13 23:00,23.1,96.7,0.8,106.7,0.0,1.0
2009/01/14 00:00,23.0,97.0,0.4,98.2,0.0,0.1
2009/01/14 01:00,22.9,97.0,0.7,104.8,0.0,0.6
2009/01/14 02:00,22.9,97.0,0.3,71.2,0.0,2.1
2009/01/14 03:00,22.8,97.7,0.6,136.8,0.0,1.1
2009/01/14 04:00,22.7,98.0,0.3,128.0,0.0,0.0
2009/01/14 05:00,22.6,98.0,0.8,142.2,0.0,0.2
2009/01/14 06:00,22.4,97.5,0.8,192.8,0.5,2.8
2009/01/14 07:00,22.3,97.0,0.9,179.7,25.2,1.4
2009/01/14 08:00,22.8,96.3,0.5,186.2,86.8,0.6
2009/01/14 09:00,23.2,93.5,1.5,200.5,175.2,0.0
2009/01/14 10:00,24.8,85.2,1.7,226.8,422.2,0.0
2009/01/14 11:00,26.5,77.7,0.9,171.2,321.0,0.0
2009/01/14 12:00,27.2,74.2,0.8,250.2,405.7,0.0
2009/01/14 13:00,28.0,71.3,1.5,150.3,499.2,0.0
2009/01/14 14:00,28.9,66.0,2.0,180.8,357.8,0.0
2009/01/14 15:00,25.2,83.8,1.5,157.3,41.5,12.3
2009/01/14 16:00,23.5,92.8,1.8,195.2,64.3,7.2
2009/01/14 17:00,23.8,92.2,1.4,210.2,32.8,1.5
2009/01/14 18:00,23.5,93.3,1.0,139.5,2.0,3.6
2009/01/14 19:00,23.4,95.3,0.6,187.0,0.0,0.6
2009/01/14 20:00,23.4,96.0,0.4,230.2,0.0,0.8
2009/01/14 21:00,23.3,96.0,0.9,238.2,0.0,0.1
2009/01/14 22:00,23.3,97.0,0.5,196.0,0.0,1.2
2009/01/14 23:00,23.2,97.0,0.4,264.0,0.0,1.5
2009/01/15 00:00,23.2,97.0,0.6,207.7,0.0,0.0
2009/01/15 01:00,23.1,97.0,0.5,200.7,0.0,0.0
2009/01/15 02:00,23.1,97.0,0.4,97.0,0.0,0.0
2009/01/15 03:00,22.9,97.5,0.8,273.8,0.0,0.0
2009/01/15 04:00,22.7,98.0,0.4,272.7,0.0,0.0
2009/01/15 05:00,22.7,97.2,0.3,206.0,0.0,0.0
2009/01/15 06:00,22.8,97.2,0.3,102.7,3.5,0.0
2009/01/15 07:00,22.8,97.0,0.4,98.0,36.2,0.0
2009/01/15 08:00,23.2,95.8,0.3,121.8,103.7,0.0
2009/01/15 09:00,24.2,90.2,0.8,130.2,162.5,0.1
2009/01/15 10:00,24.8,87.8,1.2,127.7,278.5,0.0
2009/01/15 11:00,26.5,78.2,1.2,135.7,518.7,0.0
2009/01/15 12:00,28.1,69.5,0.9,185.7,558.7,0.0
2009/01/15 13:00,28.4,66.2,1.1,88.7,373.0,0.0
2009/01/15 14:00,30.1,60.0,1.1,130.8,587.8,0.0
2009/01/15 15:00,30.8,57.5,1.4,152.3,549.0,0.0
2009/01/15 16:00,29.9,59.2,1.4,128.7,188.0,0.0
2009/01/15 17:00,29.3,61.7,0.8,178.2,67.2,0.0
2009/01/15 18:00,28.3,68.0,1.3,204.8,6.0,0.0
2009/01/15 19:00,25.9,83.2,1.8,272.5,0.0,0.5
2009/01/15 20:00,24.2,90.7,1.2,129.0,0.0,6.9
2009/01/15 21:00,23.7,94.7,1.2,320.0,0.0,1.8
2009/01/15 22:00,23.5,95.8,1.8,334.0,0.0,3.5
2009/01/15 23:00,22.8,96.3,2.4,221.8,0.0,7.3
2009/01/16 00:00,22.3,97.0,2.6,302.5,0.0,9.2
2009/01/16 01:00,22.2,97.0,2.3,304.8,0.0,7.5
2009/01/16 02:00,22.1,97.0,1.6,296.5,0.0,4.3
2009/01/16 03:00,21.9,96.7,1.1,321.3,0.0,4.2
2009/01/16 04:00,21.9,96.0,0.6,299.3,0.0,3.6
2009/01/16 05:00,22.1,96.5,0.4,123.7,0.0,0.3
2009/01/16 06:00,22.3,97.0,0.8,167.0,1.8,0.9
2009/01/16 07:00,22.6,97.0,0.6,148.2,13.3,3.5
2009/01/16 08:00,22.7,97.0,1.0,144.7,70.2,1.8
2009/01/16 09:00,23.1,96.2,1.6,143.2,272.2,0.0
2009/01/16 10:00,25.0,86.5,1.2,157.2,407.3,0.0
2009/01/16 11:00,27.9,71.5,1.0,232.2,669.2,0.0
2009/01/16 12:00,29.5,64.5,0.8,277.7,751.0,0.0
2009/01/16 13:00,29.5,64.5,1.9,70.3,423.7,0.0
2009/01/16 14:00,28.4,68.8,2.0,149.2,249.3,0.0
2009/01/16 15:00,27.5,73.5,2.9,201.5,148.8,0.0
2009/01/16 16:00,26.9,76.3,2.7,229.3,145.0,0.0
2009/01/16 17:00,27.2,74.0,2.1,259.5,110.0,0.0
2009/01/16 18:00,26.9,75.0,1.2,267.0,16.3,0.0
2009/01/16 19:00,25.9,78.2,1.2,241.3,0.0,0.0
2009/01/16 20:00,25.3,84.0,1.7,274.0,0.0,0.3
2009/01/16 21:00,24.3,92.3,2.1,330.7,0.0,0.4
2009/01/16 22:00,23.8,93.8,1.9,222.0,0.0,0.1
2009/01/16 23:00,23.4,94.0,1.6,343.0,0.0,0.0
2009/01/17 00:00,23.1,94.0,2.2,339.0,0.0,0.5
2009/01/17 01:00,22.5,95.2,2.4,311.3,0.0,0.2
2009/01/17 02:00,22.0,96.0,2.6,331.5,0.0,0.9
2009/01/17 03:00,21.8,96.0,1.8,326.7,0.0,0.1
2009/01/17 04:00,22.0,96.2,1.5,277.0,0.0,0.0
2009/01/17 05:00,22.0,97.0,0.8,236.7,0.0,0.0
2009/01/17 06:00,22.0,96.8,1.4,228.5,1.8,0.7
2009/01/17 07:00,22.0,97.0,1.0,282.7,30.3,0.4
2009/01/17 08:00,22.4,96.8,1.2,327.5,75.7,0.4
2009/01/17 09:00,22.7,96.0,1.1,124.0,114.5,0.8
2009/01/17 10:00,23.1,94.2,1.5,49.0,301.2,0.0
2009/01/17 11:00,25.2,81.3,1.8,283.2,471.3,0.0
2009/01/17 12:00,26.3,75.2,2.3,336.2,429.2,0.0
2009/01/17 13:00,27.4,69.2,2.7,258.7,518.7,0.0
2009/01/17 14:00,28.6,62.8,2.8,212.5,903.2,0.0
